Date,Symbol,Underlying Close Price (A),Underlying Previous Day Close Price (B),Underlying Log Returns (C) = LN(A/B),Previous Day Underlying Volatility (D),Current Day Underlying Daily Volatility (E) = Sqrt(0.995*D*D + 0.005*C*C),Underlying Annualised Volatility (F) = E*Sqrt(365)
10-Feb-22,MAHLIFE,320.75,267.85,0.1802,0.0243,0.0274,0.5235
10-Feb-22,MAHLOG,513.1,527.85,-0.0283,0.027,0.027,0.5158
10-Feb-22,MAHSCOOTER,3652.45,3634.25,0.005,0.0229,0.0229,0.4375
10-Feb-22,MAHSEAMLES,532.7,536.05,-0.0063,0.0239,0.0239,0.4566
10-Feb-22,MAITHANALL,1022.1,1014.65,0.0073,0.0319,0.0318,0.6075
10-Feb-22,MALLCOM,934.75,875.9,0.065,0,0.0046,0.0879
10-Feb-22,MALUPAPER,33.15,33.15,0,0.0347,0.0346,0.661
10-Feb-22,MAMFGETF,80.59,80.09,0.0062,0,0.0004,0.0076
10-Feb-22,MAN50ETF,181.67,179.9,0.0098,0.0123,0.0123,0.235
10-Feb-22,MANAKALUCO,25.95,25.45,0.0195,0.0458,0.0457,0.8731
10-Feb-22,MANAKCOAT,30.5,32.1,-0.0511,0.0466,0.0466,0.8903
10-Feb-22,MANAKSIA,76.9,74.65,0.0297,0.0299,0.0299,0.5712
10-Feb-22,MANAKSTEEL,41.75,42.7,-0.0225,0.0392,0.0392,0.7489
10-Feb-22,MANALIPETC,112.7,113.45,-0.0066,0.0332,0.0331,0.6324
10-Feb-22,MANAPPURAM,159,158.35,0.0041,0.0278,0.0277,0.5292
10-Feb-22,MANGALAM,125.45,126.5,-0.0083,0.0347,0.0346,0.661
10-Feb-22,MANGCHEFER,78.7,81.45,-0.0343,0.0322,0.0323,0.6171
10-Feb-22,MANGLMCEM,378.45,379.75,-0.0034,0.0269,0.0268,0.512
10-Feb-22,MANINDS,105.65,100.4,0.051,0.0316,0.0317,0.6056
10-Feb-22,MANINFRA,126.55,118.9,0.0624,0.0345,0.0347,0.6629
10-Feb-22,MANORG,1047.3,1052.1,-0.0046,0.019,0.019,0.363
10-Feb-22,MANUGRAPH,18.45,19,-0.0294,0.037,0.037,0.7069
10-Feb-22,MANXT50,421.26,419.67,0.0038,0.0128,0.0128,0.2445
10-Feb-22,MAPMYINDIA,1503.75,1503.45,0.0002,0.0117,0.0116,0.2216
10-Feb-22,MARALOVER,109.75,108.2,0.0142,0.035,0.0349,0.6668
10-Feb-22,MARATHON,101.05,109,-0.0757,0.0368,0.0371,0.7088
10-Feb-22,MARBLE,123.35,123.35,0,0,0,0
10-Feb-22,MARICO,507.55,512.2,-0.0091,0.0142,0.0142,0.2713
10-Feb-22,MARINE,36.4,36.4,0,0.0335,0.0334,0.6381
10-Feb-22,MARKSANS,56.45,56.45,0,0.0327,0.0326,0.6228
10-Feb-22,MARSHALL,50.65,52.45,-0.0349,0,0.0025,0.0478
10-Feb-22,MARUTI,8805.45,8949.5,-0.0162,0.0192,0.0192,0.3668
10-Feb-22,MARYADACOM,46.45,46.45,0,0,0,0
10-Feb-22,MASFIN,640.1,637.35,0.0043,0.022,0.0219,0.4184
10-Feb-22,MASKINVEST,35,36.2,-0.0337,0.0321,0.0321,0.6133
10-Feb-22,MASPTOP50,29.38,29.11,0.0092,0.0056,0.0056,0.107
10-Feb-22,MASTEK,2721.65,2680.05,0.0154,0.0325,0.0324,0.619
10-Feb-22,MATRIMONY,806.1,826.4,-0.0249,0.0286,0.0286,0.5464
10-Feb-22,MAWANASUG,96.75,97.95,-0.0123,0.0344,0.0343,0.6553
10-Feb-22,MAXHEALTH,384.35,364.65,0.0526,0.0238,0.0241,0.4604
10-Feb-22,MAXIND,78,77.55,0.0058,0.016,0.016,0.3057
10-Feb-22,MAXPLUS,10,10,0,0,0,0
10-Feb-22,MAXVIL,116.1,110.75,0.0472,0.0334,0.0335,0.64
10-Feb-22,MAYURBHANJ,10,10,0,0,0,0
10-Feb-22,MAYURUNIQ,491.4,472.8,0.0386,0.0289,0.029,0.554
10-Feb-22,MAZDA,609.75,604.45,0.0087,0.03,0.03,0.5731
10-Feb-22,MAZDOCK,266.75,264.85,0.0071,0.0239,0.0238,0.4547
10-Feb-22,MBAPL,266.9,253.45,0.0517,0.0308,0.031,0.5923
10-Feb-22,MBECL,7.35,7.65,-0.04,0.034,0.034,0.6496
10-Feb-22,MBLINFRA,34.75,35.6,-0.0242,0.0424,0.0423,0.8081
10-Feb-22,MCCL,10,10,0,0,0,0
10-Feb-22,MCDHOLDING,109.5,104.35,0.0482,0.0366,0.0367,0.7012
10-Feb-22,MCDOWELL-N,861.35,854.6,0.0079,0.0195,0.0195,0.3725
10-Feb-22,MCL,33.45,32.95,0.0151,0.0347,0.0347,0.6629
10-Feb-22,MCLEODRUSS,26.75,27,-0.0093,0.0396,0.0395,0.7546
10-Feb-22,MCX,1452.2,1444.15,0.0056,0.0242,0.0242,0.4623
10-Feb-22,MEDICAMEQ,769.9,790,-0.0258,0.0239,0.0239,0.4566
10-Feb-22,MEDPLUS,1189.3,1188.55,0.0006,0.0074,0.0074,0.1414
10-Feb-22,MEGASOFT,61.95,61.3,0.0105,0.039,0.0389,0.7432
10-Feb-22,MENONBE,91.3,92.6,-0.0141,0.0298,0.0297,0.5674
10-Feb-22,MEP,26.1,27.55,-0.0541,0.0392,0.0393,0.7508
10-Feb-22,MERCATOR,2.85,2.85,0,0.0459,0.0458,0.875
10-Feb-22,MERIT,24.7,24.7,0,0,0,0
10-Feb-22,METALFORGE,6.8,7.1,-0.0432,0.0355,0.0355,0.6782
10-Feb-22,METROBRAND,586.45,594.6,-0.0138,0.0058,0.0058,0.1108
10-Feb-22,METROPOLIS,2460.55,2456.7,0.0016,0.0262,0.0262,0.5006
10-Feb-22,MFL,824.05,837.7,-0.0164,0.0229,0.0229,0.4375
10-Feb-22,MFL1,62.6,62.6,0,0,0,0
10-Feb-22,MFSL,878.3,879.15,-0.001,0.0237,0.0236,0.4509
10-Feb-22,MGEL,151.6,153,-0.0092,0.0243,0.0242,0.4623
10-Feb-22,MGL,793.3,799.3,-0.0075,0.0186,0.0185,0.3534
10-Feb-22,MGLFL,10,10,0,0,0,0
10-Feb-22,MHLXMIRU,129.35,117.85,0.0931,0,0.0066,0.1261
10-Feb-22,MHRIL,203.4,206.55,-0.0154,0.0251,0.0251,0.4795
10-Feb-22,MICEL,18.7,19.45,-0.0393,0.0106,0.011,0.2102
10-Feb-22,MIDHANI,188.75,191.05,-0.0121,0.0219,0.0218,0.4165
10-Feb-22,MILIND,69.95,69.95,0,0,0,0
10-Feb-22,MINDACORP,198.15,198.15,0,0.0318,0.0317,0.6056
10-Feb-22,MINDAIND,1053.75,1057.95,-0.004,0.0283,0.0282,0.5388
10-Feb-22,MINDSPACE,357.21,357.94,-0.002,0.0095,0.0095,0.1815
10-Feb-22,MINDTECK,161.95,154.25,0.0487,0.0401,0.0402,0.768
10-Feb-22,MINDTREE,4029.45,3993.25,0.009,0.025,0.0249,0.4757
10-Feb-22,MIRCELECTR,27.8,28,-0.0072,0.0363,0.0362,0.6916
10-Feb-22,MIRZAINT,143.5,141.95,0.0109,0.0392,0.0391,0.747
10-Feb-22,MITTAL,15.8,16.6,-0.0494,0.0381,0.0382,0.7298
10-Feb-22,MMFL,746.1,734.5,0.0157,0.0287,0.0286,0.5464
10-Feb-22,MMP,171.45,179.2,-0.0442,0.0331,0.0332,0.6343
10-Feb-22,MMTC,52.3,53.95,-0.0311,0.0349,0.0349,0.6668
10-Feb-22,MNSEL,175,175,0,0,0,0
10-Feb-22,MODIRUBBER,75.35,73.75,0.0215,0.038,0.038,0.726
10-Feb-22,MODISNME,86.5,86.55,-0.0006,0.0254,0.0253,0.4834
10-Feb-22,MOGSEC,49.44,49.17,0.0055,0.0056,0.0056,0.107
10-Feb-22,MOHITIND,18.75,18.4,0.0188,0.0449,0.0448,0.8559
10-Feb-22,MOIL,178.05,177.65,0.0022,0.0225,0.0225,0.4299
10-Feb-22,MOKSH,23.8,25.05,-0.0512,0.0204,0.0207,0.3955
10-Feb-22,MOL,105.25,105.35,-0.0009,0.0256,0.0255,0.4872
10-Feb-22,MOLDTECH,80.3,80.95,-0.0081,0.0323,0.0322,0.6152
10-Feb-22,MOLDTKPAC,730.8,732.05,-0.0017,0.0255,0.0254,0.4853
10-Feb-22,MOLIND,3.2,3.2,0,0,0,0
10-Feb-22,MOM100,32,31.94,0.0019,0.0128,0.0128,0.2445
10-Feb-22,MOM50,173.99,173.09,0.0052,0.0121,0.0121,0.2312
10-Feb-22,MON100,110.79,109.86,0.0084,0.0133,0.0133,0.2541
10-Feb-22,MONARCH,150.95,152.45,-0.0099,0,0.0007,0.0134
10-Feb-22,MONEYTECH,363,363,0,0.0018,0.0018,0.0344
10-Feb-22,MONQ50,60.19,59.22,0.0162,0.0062,0.0063,0.1204
10-Feb-22,MONTECARLO,582.85,582,0.0015,0.0321,0.032,0.6114
10-Feb-22,MORARJEE,25.95,26,-0.0019,0.0382,0.0381,0.7279
10-Feb-22,MOREPENLAB,47.1,47.25,-0.0032,0.0371,0.037,0.7069
10-Feb-22,MORNMEDIA,10,10,0,0,0,0
10-Feb-22,MOTHERSUMI,180.35,179.25,0.0061,0.0288,0.0288,0.5502
10-Feb-22,MOTILALOFS,936.6,940.4,-0.004,0.0252,0.0251,0.4795
10-Feb-22,MOTOGENFIN,26.8,26.75,0.0019,0.0367,0.0366,0.6992
10-Feb-22,MPHASIS,3110.15,3030.2,0.026,0.0233,0.0233,0.4451
10-Feb-22,MPSLTD,658.3,650.45,0.012,0.0287,0.0286,0.5464
10-Feb-22,MRF,69769.5,70425,-0.0094,0.0163,0.0163,0.3114
10-Feb-22,MRO-TEK,61.4,64.2,-0.0446,0.0482,0.0482,0.9209
10-Feb-22,MRPL,46.3,46.85,-0.0118,0.0269,0.0268,0.512
10-Feb-22,MSPL,13.45,13.75,-0.0221,0.0395,0.0395,0.7546
10-Feb-22,MSTCLTD,338.7,342.8,-0.012,0.0375,0.0374,0.7145
10-Feb-22,MTARTECH,2064.05,2080.2,-0.0078,0.0265,0.0264,0.5044
10-Feb-22,MTEDUCARE,10.75,10.45,0.0283,0.0392,0.0391,0.747
10-Feb-22,MTNL,27.15,26.65,0.0186,0.0432,0.0431,0.8234
10-Feb-22,MUKANDLTD,128.45,128.25,0.0016,0.0324,0.0323,0.6171
10-Feb-22,MUKTAARTS,44.7,44.95,-0.0056,0.0335,0.0334,0.6381
10-Feb-22,MUNJALAU,52.2,52.55,-0.0067,0.0279,0.0278,0.5311
10-Feb-22,MUNJALSHOW,116.95,115.95,0.0086,0.0233,0.0232,0.4432
10-Feb-22,MURUDCERA,30.2,31.05,-0.0278,0.0347,0.0346,0.661
10-Feb-22,MUTHOOTCAP,344.6,345.1,-0.0014,0.0229,0.0228,0.4356
10-Feb-22,MUTHOOTFIN,1465.5,1456.3,0.0063,0.023,0.023,0.4394
10-Feb-22,NACLIND,86.15,84.75,0.0164,0.0343,0.0343,0.6553
10-Feb-22,NAGAFERT,13.75,12.5,0.0953,0.0354,0.036,0.6878
10-Feb-22,NAGREEKCAP,14.25,15,-0.0513,0.0583,0.0583,1.1138
10-Feb-22,NAGREEKEXP,46,44.85,0.0253,0.0373,0.0372,0.7107
10-Feb-22,NAHARCAP,533.6,529.15,0.0084,0.0405,0.0404,0.7718
10-Feb-22,NAHARINDUS,184.5,173.4,0.062,0.0316,0.0318,0.6075
10-Feb-22,NAHARPOLY,453.9,433.75,0.0454,0.0412,0.0412,0.7871
10-Feb-22,NAHARSPING,619.1,619,0.0002,0.0336,0.0335,0.64
10-Feb-22,NAM-INDIA,333.2,332.65,0.0017,0.0232,0.0231,0.4413
10-Feb-22,NANDINI,14,14,0,0,0,0
10-Feb-22,NATCOPHARM,921.1,920.85,0.0003,0.0197,0.0197,0.3764
10-Feb-22,NATHBIOGEN,245.7,246,-0.0012,0.0294,0.0293,0.5598
10-Feb-22,NATIONALUM,125.9,124.7,0.0096,0.0327,0.0327,0.6247
10-Feb-22,NAUKRI,4888.55,4913.1,-0.005,0.0249,0.0249,0.4757
10-Feb-22,NAVINFLUOR,4091,4037.65,0.0131,0.0266,0.0265,0.5063
10-Feb-22,NAVKARCORP,42.7,43.55,-0.0197,0.0346,0.0345,0.6591
10-Feb-22,NAVNETEDUL,90.9,91.2,-0.0033,0.0204,0.0204,0.3897
10-Feb-22,NAWRATAN,10,10,0,0,0,0
10-Feb-22,NAZARA,2022.55,1972.2,0.0252,0.0236,0.0236,0.4509
10-Feb-22,NBCC,45.95,45.7,0.0055,0.0294,0.0294,0.5617
10-Feb-22,NBIFIN,2188.25,2287.9,-0.0445,0.0293,0.0294,0.5617
10-Feb-22,NBVENTURES,139.05,141.25,-0.0157,0.0303,0.0302,0.577
10-Feb-22,NCC,71.05,71.15,-0.0014,0.0317,0.0316,0.6037
10-Feb-22,NCCL,12.1,12.1,0,0,0,0
10-Feb-22,NCLIND,195.1,200.3,-0.0263,0.0265,0.0265,0.5063
10-Feb-22,NCPSESDL24,107.6,107.55,0.0005,0.0012,0.0012,0.0229
10-Feb-22,NDGL,1369.8,1350.2,0.0144,0.0376,0.0376,0.7183
10-Feb-22,NDL,146.9,146.1,0.0055,0.0371,0.037,0.7069
10-Feb-22,NDRAUTO,427,423.2,0.0089,0.0331,0.033,0.6305
10-Feb-22,NDTV,140.85,117.35,0.1825,0.0383,0.0403,0.7699
10-Feb-22,NECCLTD,21.75,21.5,0.0116,0.039,0.0389,0.7432
10-Feb-22,NECLIFE,32.4,32.7,-0.0092,0.0389,0.0388,0.7413
10-Feb-22,NEELEC,10,10,0,0,0,0
10-Feb-22,NELCAST,80,80.7,-0.0087,0.0317,0.0316,0.6037
10-Feb-22,NELCO,751.85,752.05,-0.0003,0.0352,0.0351,0.6706
10-Feb-22,NEOGEN,1587.35,1573.6,0.0087,0.0338,0.0337,0.6438
10-Feb-22,NEPACL,9.3,9.3,0,0,0,0
10-Feb-22,NESCO,572.25,565.8,0.0113,0.0205,0.0204,0.3897
10-Feb-22,NESTLEIND,18139.25,18134.9,0.0002,0.014,0.014,0.2675
10-Feb-22,NETF,180.9,181.38,-0.0026,0.0193,0.0193,0.3687
10-Feb-22,NETFAUTO,116.98,116.56,0.0036,0,0.0003,0.0057
10-Feb-22,NETFCONSUM,75.92,75.35,0.0075,0.0124,0.0124,0.2369
10-Feb-22,NETFDIVOPP,45.63,45.07,0.0123,0.0167,0.0167,0.3191
10-Feb-22,NETFGILT5Y,49.66,49.37,0.0059,0.001,0.001,0.0191
10-Feb-22,NETFIT,36.09,35.82,0.0075,0.0118,0.0118,0.2254
10-Feb-22,NETFLTGILT,22.4,22.15,0.0112,0.0078,0.0078,0.149
10-Feb-22,NETFMID150,116.02,115.73,0.0025,0.0139,0.0139,0.2656
10-Feb-22,NETFNIF100,183.42,182.46,0.0052,0.0166,0.0166,0.3171
10-Feb-22,NETFNV20,100.27,99.43,0.0084,0.014,0.0139,0.2656
10-Feb-22,NETFPHARMA,13.66,13.63,0.0022,0.0071,0.007,0.1337
10-Feb-22,NETFSDL26,107.5,106.79,0.0066,0.0008,0.001,0.0191
10-Feb-22,NETFSILVER,62.8,62.77,0.0005,0,0,0
10-Feb-22,NETWORK18,92.1,87.8,0.0478,0.0379,0.038,0.726
10-Feb-22,NEULANDLAB,1228.15,1270.2,-0.0337,0.0327,0.0328,0.6266
10-Feb-22,NEWAGE,10,10,0,0,0,0
10-Feb-22,NEWERA,10,10,0,0,0,0
10-Feb-22,NEWGEN,569.5,559.9,0.017,0.0302,0.0301,0.5751
10-Feb-22,NFL,54,53.85,0.0028,0.0297,0.0297,0.5674
10-Feb-22,NGIL,219.85,224.2,-0.0196,0.0238,0.0238,0.4547
10-Feb-22,NH,649.1,640.75,0.0129,0.0244,0.0244,0.4662
10-Feb-22,NHIT,107,107,0,0.0034,0.0034,0.065
10-Feb-22,NHPC,29.6,29.75,-0.0051,0.0218,0.0218,0.4165
10-Feb-22,NIACL,138.15,138.65,-0.0036,0.0297,0.0296,0.5655
10-Feb-22,NIBL,23.5,23.8,-0.0127,0.0408,0.0408,0.7795
10-Feb-22,NIDHISER,14.55,14.55,0,0,0,0
10-Feb-22,NIFTYBEES,190.12,189,0.0059,0.0115,0.0114,0.2178
10-Feb-22,NIITLTD,439.5,438.8,0.0016,0.0364,0.0363,0.6935
10-Feb-22,NILAINFRA,7.85,7.85,0,0.0376,0.0375,0.7164
10-Feb-22,NILASPACES,4.5,4.7,-0.0435,0.0398,0.0398,0.7604
10-Feb-22,NILKAMAL,2318.65,2311.85,0.0029,0.0206,0.0206,0.3936
10-Feb-22,NIPPOBATRY,481.2,484.1,-0.006,0.0333,0.0332,0.6343
10-Feb-22,NIRAJ,32.5,32.35,0.0046,0.0255,0.0254,0.4853
10-Feb-22,NITCO,32.9,31.95,0.0293,0.0368,0.0368,0.7031
10-Feb-22,NITINFIRE,1.85,1.9,-0.0267,0.0586,0.0585,1.1176
10-Feb-22,NITINSPIN,315.7,316.5,-0.0025,0.033,0.0329,0.6286
10-Feb-22,NITIRAJ,75.45,75.6,-0.002,0.0295,0.0295,0.5636
10-Feb-22,NKIND,36.05,36.05,0,0.0562,0.0561,1.0718
10-Feb-22,NKTEXTILE,10,10,0,0,0,0
10-Feb-22,NLCINDIA,72.95,71.65,0.018,0.0234,0.0234,0.4471
10-Feb-22,NMDC,159.3,155.7,0.0229,0.0258,0.0258,0.4929
10-Feb-22,NOCIL,222.9,223.1,-0.0009,0.0291,0.0291,0.556
10-Feb-22,NOIDATOLL,8.55,8.4,0.0177,0.0332,0.0331,0.6324
10-Feb-22,NORBTEAEXP,8.25,8.5,-0.0299,0.0357,0.0357,0.682
10-Feb-22,NOVARTIND,771.7,782.65,-0.0141,0.0436,0.0435,0.8311
10-Feb-22,NPBET,199.2,196.15,0.0154,0.018,0.018,0.3439
10-Feb-22,NRAIL,242.1,247.6,-0.0225,0.0319,0.0319,0.6094
10-Feb-22,NRBBEARING,163.4,161.85,0.0095,0.0302,0.0301,0.5751
10-Feb-22,NSIL,1781,1775.9,0.0029,0.026,0.0259,0.4948
10-Feb-22,NTPC,136.45,135.05,0.0103,0.0185,0.0185,0.3534
10-Feb-22,NUCLEUS,506.1,525.4,-0.0374,0.0274,0.0275,0.5254
10-Feb-22,NURECA,1649.6,1658.7,-0.0055,0.0337,0.0336,0.6419
10-Feb-22,NUVOCO,426.35,428.45,-0.0049,0.01,0.01,0.191
10-Feb-22,NXTDIGITAL,400.75,400.45,0.0007,0.0301,0.03,0.5731
10-Feb-22,NYKAA,1711.45,1849.85,-0.0778,0.014,0.015,0.2866
10-Feb-22,OAL,664.05,676.05,-0.0179,0.0305,0.0305,0.5827
10-Feb-22,OBEROIRLTY,939.3,938.1,0.0013,0.0292,0.0291,0.556
10-Feb-22,OCCL,895.6,904.8,-0.0102,0.0216,0.0216,0.4127
10-Feb-22,OEGIL,25.7,25.7,0,0.006,0.006,0.1146
10-Feb-22,OFSS,3709.6,3723.45,-0.0037,0.0192,0.0192,0.3668
10-Feb-22,OIL,230.2,232.15,-0.0084,0.0269,0.0269,0.5139
10-Feb-22,OILCOUNTUB,8.85,9,-0.0168,0.0376,0.0375,0.7164
10-Feb-22,OLECTRA,788.7,794.8,-0.0077,0.0353,0.0352,0.6725
10-Feb-22,OMAXAUTO,51.7,51.4,0.0058,0.0339,0.0338,0.6457
10-Feb-22,OMAXE,104.6,99.4,0.051,0.0252,0.0254,0.4853
10-Feb-22,OMINFRAL,49,49.65,-0.0132,0.0372,0.0371,0.7088
10-Feb-22,OMKARCHEM,35.6,35.95,-0.0098,0.0429,0.0428,0.8177
10-Feb-22,ONELIFECAP,14.65,15.05,-0.0269,0.0496,0.0495,0.9457
10-Feb-22,ONEPOINT,14.05,13.7,0.0252,0.0367,0.0366,0.6992
10-Feb-22,ONGC,169.1,163.95,0.0309,0.0239,0.0239,0.4566
10-Feb-22,ONMOBILE,145.2,150.4,-0.0352,0.0366,0.0366,0.6992
10-Feb-22,ONWARDTEC,370.45,380.95,-0.0279,0.0378,0.0378,0.7222
10-Feb-22,OPTIEMUS,338.9,323,0.0481,0.0377,0.0378,0.7222
10-Feb-22,ORBTEXP,118,123.65,-0.0468,0.0335,0.0335,0.64
10-Feb-22,ORCHPHARMA,321.5,332.45,-0.0335,0.0344,0.0344,0.6572
10-Feb-22,ORICONENT,40.05,39.85,0.005,0.0335,0.0334,0.6381
10-Feb-22,ORIENTABRA,31.85,32.45,-0.0187,0.0351,0.0351,0.6706
10-Feb-22,ORIENTALTL,12.75,12.35,0.0319,0.0388,0.0388,0.7413
10-Feb-22,ORIENTBELL,502.4,497.85,0.0091,0.0324,0.0323,0.6171
10-Feb-22,ORIENTCEM,172.4,170.45,0.0114,0.0264,0.0263,0.5025
10-Feb-22,ORIENTELEC,335.1,332.9,0.0066,0.0226,0.0225,0.4299
10-Feb-22,ORIENTHOT,56.3,56.1,0.0036,0.0319,0.0319,0.6094
10-Feb-22,ORIENTLTD,77.4,73.4,0.0531,0.0325,0.0327,0.6247
10-Feb-22,ORIENTPPR,31.85,32.15,-0.0094,0.0318,0.0318,0.6075
10-Feb-22,ORISSAMINE,2887.75,2927.55,-0.0137,0.0338,0.0337,0.6438
10-Feb-22,ORTINLAB,30.9,30.9,0,0.0362,0.0361,0.6897
10-Feb-22,OSWALAGRO,33.4,32.75,0.0197,0.039,0.0389,0.7432
10-Feb-22,OSWALMIN,10,10,0,0,0,0
10-Feb-22,PACEAUTO,10,10,0,0,0,0
10-Feb-22,PAGEIND,40953.4,42414.85,-0.0351,0.0204,0.0205,0.3917
10-Feb-22,PAISALO,739.35,732.9,0.0088,0.0345,0.0344,0.6572
10-Feb-22,PALASHSECU,79.9,80.65,-0.0093,0.0408,0.0407,0.7776
10-Feb-22,PALREDTEC,270.05,257.8,0.0464,0.0428,0.0428,0.8177
10-Feb-22,PANACEABIO,205.75,204.8,0.0046,0.0365,0.0364,0.6954
10-Feb-22,PANACHE,60.95,59.95,0.0165,0.0368,0.0367,0.7012
10-Feb-22,PANAMAPET,279.15,278.15,0.0036,0.0361,0.036,0.6878
10-Feb-22,PANSARI,108.3,116.9,-0.0764,0.0227,0.0233,0.4451
10-Feb-22,PAR,157.5,158.6,-0.007,0.0224,0.0224,0.428
10-Feb-22,PARACABLES,13.15,12.7,0.0348,0.0401,0.0401,0.7661
10-Feb-22,PARAGMILK,114.85,115.15,-0.0026,0.0295,0.0294,0.5617
10-Feb-22,PARAS,681.9,691.5,-0.014,0.0257,0.0256,0.4891
10-Feb-22,PARSVNATH,18.65,17.8,0.0466,0.0415,0.0415,0.7929
10-Feb-22,PARTAPIND,399.7,399.7,0,0,0,0
10-Feb-22,PASUPTAC,44,42.75,0.0288,0.0253,0.0253,0.4834
10-Feb-22,PATBACK,15.4,15.4,0,0,0,0
10-Feb-22,PATELENG,30.85,30.1,0.0246,0.043,0.0429,0.8196
10-Feb-22,PATINTLOG,16.75,16.7,0.003,0.0371,0.037,0.7069
10-Feb-22,PATNAELECT,5,5,0,0,0,0
10-Feb-22,PAYTM,938.35,941.45,-0.0033,0.0181,0.018,0.3439
10-Feb-22,PBAINFRA,17.25,18.5,-0.07,0.0455,0.0457,0.8731
10-Feb-22,PCBL,226.55,224.25,0.0102,0.0274,0.0273,0.5216
10-Feb-22,PCJEWELLER,25.9,25.45,0.0175,0.0347,0.0346,0.661
10-Feb-22,PDMJEPAPER,39.45,39.8,-0.0088,0.0344,0.0344,0.6572
10-Feb-22,PDSMFL,1835.25,1840.3,-0.0027,0.0267,0.0267,0.5101
10-Feb-22,PEARLAPT,40,40,0,0.1161,0.1158,2.2124
10-Feb-22,PEARLPOLY,20.35,20.7,-0.0171,0.0357,0.0357,0.682
10-Feb-22,PEL,2496.25,2465.9,0.0122,0.028,0.0279,0.533
10-Feb-22,PENIND,43.5,42.9,0.0139,0.0341,0.034,0.6496
10-Feb-22,PENINLAND,15.65,16.05,-0.0252,0.0362,0.0362,0.6916
10-Feb-22,PERSISTENT,4413,4366.7,0.0105,0.0234,0.0233,0.4451
10-Feb-22,PETRONET,219.55,218,0.0071,0.016,0.016,0.3057
10-Feb-22,PFC,123.1,120.3,0.023,0.0216,0.0216,0.4127
10-Feb-22,PFCSL,3.2,3.2,0,0,0,0
10-Feb-22,PFIZER,4518.95,4566.05,-0.0104,0.0183,0.0183,0.3496
10-Feb-22,PFOCUS,95.25,97.1,-0.0192,0.0387,0.0386,0.7375
10-Feb-22,PFS,18.7,18.8,-0.0053,0.0286,0.0286,0.5464
10-Feb-22,PGEL,739.1,734.4,0.0064,0.0418,0.0417,0.7967
10-Feb-22,PGHH,15640.8,15336.05,0.0197,0.014,0.014,0.2675
10-Feb-22,PGHL,4946.05,5006.7,-0.0122,0.0175,0.0175,0.3343
10-Feb-22,PGIL,498,507.4,-0.0187,0.0399,0.0398,0.7604
10-Feb-22,PGINVIT,129.79,129.46,0.0025,0.0047,0.0047,0.0898
10-Feb-22,PHOENIXLTD,977.9,976.45,0.0015,0.0265,0.0264,0.5044
10-Feb-22,PIDILITIND,2488.95,2480.65,0.0033,0.0163,0.0162,0.3095
10-Feb-22,PIIND,2625.2,2642.25,-0.0065,0.023,0.0229,0.4375
10-Feb-22,PILANIINVS,1849.5,1842.95,0.0035,0.0232,0.0231,0.4413
10-Feb-22,PILITA,11.35,11.75,-0.0346,0.0398,0.0398,0.7604
10-Feb-22,PILLAR,10,10,0,0,0,0
10-Feb-22,PIONDIST,172.35,173.35,-0.0058,0.0236,0.0235,0.449
10-Feb-22,PIONEEREMB,56.45,56.75,-0.0053,0.0346,0.0345,0.6591
10-Feb-22,PITTIENG,277.35,276.35,0.0036,0.0351,0.035,0.6687
10-Feb-22,PKLEASING,10,10,0,0,0,0
10-Feb-22,PKTEA,294,295.65,-0.0056,0.0281,0.028,0.5349
10-Feb-22,PLASTIBLEN,236.1,235.8,0.0013,0.0276,0.0275,0.5254
10-Feb-22,PML,10,10,0,0,0,0
10-Feb-22,PNB,40.8,41.6,-0.0194,0.0261,0.0261,0.4986
10-Feb-22,PNBGILTS,67.05,66.5,0.0082,0.0274,0.0273,0.5216
10-Feb-22,PNBHOUSING,428.9,423.6,0.0124,0.0318,0.0317,0.6056
10-Feb-22,PNC,57,56.9,0.0018,0.0422,0.0421,0.8043
10-Feb-22,PNCINFRA,293.1,290.6,0.0086,0.0274,0.0273,0.5216
10-Feb-22,PODDARHOUS,300.8,266.35,0.1216,0.0314,0.0325,0.6209
10-Feb-22,PODDARMENT,307.35,307.3,0.0002,0.0306,0.0305,0.5827
10-Feb-22,POKARNA,736.75,703.35,0.0464,0.0365,0.0366,0.6992
10-Feb-22,POLICYBZR,868.05,926.2,-0.0648,0.0181,0.0186,0.3554
10-Feb-22,POLYCAB,2416.65,2440.8,-0.0099,0.0217,0.0217,0.4146
10-Feb-22,POLYMED,764,783.75,-0.0255,0.0248,0.0248,0.4738
10-Feb-22,POLYPLEX,2074.4,2090.1,-0.0075,0.0281,0.0281,0.5368
10-Feb-22,PONNIERODE,250.75,254.9,-0.0164,0.0343,0.0342,0.6534
10-Feb-22,POONAWALLA,263.55,257.75,0.0223,0.0346,0.0346,0.661
10-Feb-22,PORSCHE,350,350,0,0.0009,0.0009,0.0172
10-Feb-22,POWERGRID,212.05,209.35,0.0128,0.0181,0.0181,0.3458
10-Feb-22,POWERINDIA,2967.95,3084.3,-0.0385,0.0247,0.0247,0.4719
10-Feb-22,POWERMECH,928.75,929.9,-0.0012,0.0271,0.0271,0.5177
10-Feb-22,PPAP,229.65,233.5,-0.0166,0.0285,0.0285,0.5445
10-Feb-22,PPL,170.4,167.35,0.0181,0.0303,0.0302,0.577
